place_fips,place_name,latitude,longitude,coordinates
79972,Wolfforth,33.509016,-102.0050823,"(+33.5090160, -102.0050823)"
37112,Ivanhoe,30.6796006,-94.4140208,"(+30.6796006, -094.4140208)"
3300,Anna,33.3481667,-96.5534525,"(+33.3481667, -096.5534525)"
25224,Fairview,33.1405133,-96.6130315,"(+33.1405133, -096.6130315)"
44308,Lowry Crossing,33.1692793,-96.5449849,"(+33.1692793, -096.5449849)"
45012,Lucas,33.101031,-96.5811818,"(+33.1010310, -096.5811818)"
65690,Santa Clara,29.5930669,-98.1606352,"(+29.5930669, -098.1606352)"
5468,Balmorhea,30.9824032,-103.7449991,"(+30.9824032, -103.7449991)"
73493,Town of Pecos,31.3916688,-103.5272389,"(+31.3916688, -103.5272389)"
17060,Corsicana,32.0824041,-96.4667005,"(+32.0824041, -096.4667005)"
24816,Eureka,32.0067743,-96.2705669,"(+32.0067743, -096.2705669)"
30188,Goodlow,32.1084236,-96.2156014,"(+32.1084236, -096.2156014)"
48372,Mildred,32.0462714,-96.3248975,"(+32.0462714, -096.3248975)"
5168,Azle,32.8955475,-97.5392304,"(+32.8955475, -097.5392304)"
64112,Saginaw,32.8655641,-97.3652069,"(+32.8655641, -097.3652069)"
48564,Millsap,32.7499102,-98.0114685,"(+32.7499102, -098.0114685)"
48684,Mineral Wells,32.8234826,-98.0787981,"(+32.8234826, -098.0787981)"
76864,Weatherford,32.7531898,-97.7719438,"(+32.7531898, -097.7719438)"
22905,El Cenizo,27.3316771,-99.5012807,"(+27.3316771, -099.5012807)"
40168,Lacy-Lakeview,31.6312128,-97.1050782,"(+31.6312128, -097.1050782)"
44020,Lorena,31.3831114,-97.210204,"(+31.3831114, -097.2102040)"
49200,Moody,31.3065805,-97.3589516,"(+31.3065805, -097.3589516)"
62108,Riesel,31.4761175,-96.943144,"(+31.4761175, -096.9431440)"
63380,Ross,31.7275631,-97.112885,"(+31.7275631, -097.1128850)"
73316,Tomball,30.0950778,-95.6196776,"(+30.0950778, -095.6196776)"
77332,West,31.8031105,-97.0946137,"(+31.8031105, -097.0946137)"
69272,Southside Place,29.7086859,-95.4354835,"(+29.7086859, -095.4354835)"
76948,Webster,29.5320724,-95.1164775,"(+29.5320724, -095.1164775)"
56000,Pasadena,29.6549958,-95.151055,"(+29.6549958, -095.1510550)"
13672,Celeste,33.2896745,-96.1944696,"(+33.2896745, -096.1944696)"
28008,Gallatin,31.8968537,-95.1520619,"(+31.8968537, -095.1520619)"
62252,Rising Star,32.0976337,-98.9665197,"(+32.0976337, -098.9665197)"
75764,Von Ormy,29.277391,-98.6573729,"(+29.2773910, -098.6573729)"
31280,Groesbeck,31.5256229,-96.5280615,"(+31.5256229, -096.5280615)"
72788,Thornton,31.4099572,-96.5736141,"(+31.4099572, -096.5736141)"
38632,Keller,32.9328773,-97.224513,"(+32.9328773, -097.2245130)"
22552,Eden,31.2162463,-99.8439651,"(+31.2162463, -099.8439651)"
3072,Ames,30.0450779,-94.7373157,"(+30.0450779, -094.7373157)"
75308,Vernon,34.1476635,-99.3004271,"(+34.1476635, -099.3004271)"
46620,Marfa,30.3106795,-104.0254518,"(+30.3106795, -104.0254518)"
22708,Edmonson,34.2791076,-101.8966652,"(+34.2791076, -101.8966652)"
79000,Wichita Falls,33.9066543,-98.5258481,"(+33.9066543, -098.5258481)"
13198,Cashion Community,34.0364581,-98.5080922,"(+34.0364581, -098.5080922)"
10708,Browndell,31.1253731,-93.9801374,"(+31.1253731, -093.9801374)"
37420,Jasper,30.922681,-93.9932506,"(+30.9226810, -093.9932506)"
39460,Kirbyville,30.6581988,-93.9000704,"(+30.6581988, -093.9000704)"
37780,Johnson City,30.2720973,-98.4071258,"(+30.2720973, -098.4071258)"
50724,Nesbitt,32.5893705,-94.446539,"(+32.5893705, -094.4465390)"
27288,Franklin,31.0250139,-96.487494,"(+31.0250139, -096.4874940)"
48852,Mobeetie,35.5336885,-100.4413193,"(+35.5336885, -100.4413193)"
6128,Baytown,29.7647804,-94.9674569,"(+29.7647804, -094.9674569)"
6200,Beach City,29.7388818,-94.8465043,"(+29.7388818, -094.8465043)"
72392,Texas City,29.4337172,-94.8926947,"(+29.4337172, -094.8926947)"
54708,Palestine,31.7545115,-95.6469527,"(+31.7545115, -095.6469527)"
65408,Sanger,33.3820977,-97.165412,"(+33.3820977, -097.1654120)"
53130,Oak Point,33.1704703,-96.9875395,"(+33.1704703, -096.9875395)"
43012,Little Elm,33.192497,-96.919975,"(+33.1924970, -096.9199750)"
26232,Flower Mound,33.0378907,-97.113381,"(+33.0378907, -097.1133810)"
72530,The Colony,33.0895979,-96.9033677,"(+33.0895979, -096.9033677)"
13024,Carrollton,32.9893856,-96.8999404,"(+32.9893856, -096.8999404)"
42508,Lewisville,33.0507245,-96.9746228,"(+33.0507245, -096.9746228)"
19972,Denton,33.2174488,-97.1413455,"(+33.2174488, -097.1413455)"
69032,Southlake,32.9544929,-97.1488671,"(+32.9544929, -097.1488671)"
16612,Coppell,32.9633064,-96.9905565,"(+32.9633064, -096.9905565)"
33020,Hebron,33.0461855,-96.8871357,"(+33.0461855, -096.8871357)"
67100,Shady Shores,33.1621262,-97.0349911,"(+33.1621262, -097.0349911)"
58016,Plano,33.0507687,-96.747944,"(+33.0507687, -096.7479440)"
7108,Beckville,32.2436017,-94.456087,"(+32.2436017, -094.4560870)"
32984,Heath,32.8535074,-96.463641,"(+32.8535074, -096.4636410)"
62828,Rockwall,32.9180564,-96.4380497,"(+32.9180564, -096.4380497)"
59396,Presidio,29.5603483,-104.3653015,"(+29.5603483, -104.3653015)"
13312,Castroville,29.3598643,-98.8547494,"(+29.3598643, -098.8547494)"
20152,Devine,29.1458339,-98.904985,"(+29.1458339, -098.9049850)"
17504,Crandall,32.627971,-96.4268696,"(+32.6279710, -096.4268696)"
31952,Hamilton,31.7003872,-98.1196693,"(+31.7003872, -098.1196693)"
71356,Sun Valley,33.6705649,-95.4287146,"(+33.6705649, -095.4287146)"
4000,Arlington,32.7007082,-97.1246912,"(+32.7007082, -097.1246912)"
52356,North Richland Hills,32.8605802,-97.2191455,"(+32.8605802, -097.2191455)"
3588,Aquilla,31.8538943,-97.2196404,"(+31.8538943, -097.2196404)"
9004,Blum,32.1419886,-97.3971222,"(+32.1419886, -097.3971222)"
34088,Hillsboro,32.0090295,-97.1144933,"(+32.0090295, -097.1144933)"
46260,Malone,31.9172599,-96.894658,"(+31.9172599, -096.8946580)"
58808,Port Aransas,27.8208977,-97.0891932,"(+27.8208977, -097.0891932)"
42820,Lindale,32.4941321,-95.4073439,"(+32.4941321, -095.4073439)"
51756,Noonday,32.2423443,-95.3956423,"(+32.2423443, -095.3956423)"
74144,Tyler,32.3172584,-95.3058858,"(+32.3172584, -095.3058858)"
79876,Winters,31.9491269,-99.9593083,"(+31.9491269, -099.9593083)"
20540,DISH,33.1286653,-97.3078724,"(+33.1286653, -097.3078724)"
38488,Kaufman,32.5836355,-96.3166631,"(+32.5836355, -096.3166631)"
45324,Mabank,32.3718617,-96.1095043,"(+32.3718617, -096.1095043)"
66908,Seven Points,32.3386586,-96.2344199,"(+32.3386586, -096.2344199)"
38788,Kemp,32.4335754,-96.2230701,"(+32.4335754, -096.2230701)"
63404,Rosser,32.4583369,-96.4518667,"(+32.4583369, -096.4518667)"
62408,Riverside,30.848298,-95.3988629,"(+30.8482980, -095.3988629)"
5984,Bay City,28.9835431,-95.9598716,"(+28.9835431, -095.9598716)"
38776,Kemah,29.5286473,-95.0200429,"(+29.5286473, -095.0200429)"
72989,Tiki Island,29.2972648,-94.9149453,"(+29.2972648, -094.9149453)"
20344,Dickinson,29.4517166,-95.0562379,"(+29.4517166, -095.0562379)"
48648,Mineola,32.6528806,-95.4802961,"(+32.6528806, -095.4802961)"
42532,Lexington,30.4142945,-97.0099439,"(+30.4142945, -097.0099439)"
23140,Elkhart,31.6313927,-95.5804174,"(+31.6313927, -095.5804174)"
27300,Frankston,32.0572931,-95.5045012,"(+32.0572931, -095.5045012)"
30392,Graham,33.1008814,-98.5778061,"(+33.1008814, -098.5778061)"
54000,Olney,33.3641432,-98.7584859,"(+33.3641432, -098.7584859)"
70904,Sulphur Springs,33.1431079,-95.6147023,"(+33.1431079, -095.6147023)"
53376,Odem,27.9462409,-97.5875177,"(+27.9462409, -097.5875177)"
16252,Como,33.0597132,-95.475236,"(+33.0597132, -095.4752360)"
8236,Big Spring,32.2383411,-101.485739,"(+32.2383411, -101.4857390)"
17021,Corral City,33.0985118,-97.2303937,"(+33.0985118, -097.2303937)"
66884,Seven Oaks,30.8518463,-94.8578768,"(+30.8518463, -094.8578768)"
78136,Wharton,29.3176006,-96.102279,"(+29.3176006, -096.1022790)"
18020,Crystal City,28.6906811,-99.8271033,"(+28.6906811, -099.8271033)"
18128,Cumby,33.1351199,-95.8385331,"(+33.1351199, -095.8385331)"
68504,Smyer,33.5873821,-102.1635007,"(+33.5873821, -102.1635007)"
59192,Poynor,32.0793421,-95.5923722,"(+32.0793421, -095.5923722)"
10912,Bryan,30.6660162,-96.3810493,"(+30.6660162, -096.3810493)"
15976,College Station,30.5851598,-96.2963598,"(+30.5851598, -096.2963598)"
79919,Wixon Valley,30.7644819,-96.3186452,"(+30.7644819, -096.3186452)"
45048,Lueders,32.8004322,-99.6232173,"(+32.8004322, -099.6232173)"
48396,Miles,31.6006197,-100.1853169,"(+31.6006197, -100.1853169)"
54216,Ore City,32.800891,-94.7187313,"(+32.8008910, -094.7187313)"
74312,Union Grove,32.574983,-94.9150876,"(+32.5749830, -094.9150876)"
34862,Horseshoe Bay,30.5407577,-98.3805701,"(+30.5407577, -098.3805701)"
71948,Taylor,30.57203,-97.4303802,"(+30.5720300, -097.4303802)"
65024,San Augustine,31.529899,-94.110894,"(+31.5298990, -094.1108940)"
68720,Somerville,30.3454377,-96.5309478,"(+30.3454377, -096.5309478)"
45996,Madisonville,30.9540179,-95.9092855,"(+30.9540179, -095.9092855)"
54684,Palacios,28.7131292,-96.2278875,"(+28.7131292, -096.2278875)"
5732,Bartlett,30.7948531,-97.4322966,"(+30.7948531, -097.4322966)"
39148,Killeen,31.0776691,-97.731952,"(+31.0776691, -097.7319520)"
69608,Spring Branch,29.8763129,-98.4085434,"(+29.8763129, -098.4085434)"
79720,Winfield,33.1654341,-95.1112254,"(+33.1654341, -095.1112254)"
79492,Willow Park,32.7539417,-97.6501716,"(+32.7539417, -097.6501716)"
15700,Coahoma,32.2956235,-101.308884,"(+32.2956235, -101.3088840)"
26640,Forsan,32.110338,-101.3667957,"(+32.1103380, -101.3667957)"
33200,Hempstead,30.1006007,-96.0777299,"(+30.1006007, -096.0777299)"
56108,Pattison,29.8184289,-95.9763925,"(+29.8184289, -095.9763925)"
57615,Pine Island,30.0537929,-96.0284408,"(+30.0537929, -096.0284408)"
59336,Prairie View,30.082855,-95.9771337,"(+30.0828550, -095.9771337)"
51396,New Waverly,30.5397615,-95.4821065,"(+30.5397615, -095.4821065)"
1648,Albany,32.7272659,-99.2956638,"(+32.7272659, -099.2956638)"
49320,Moran,32.5472336,-99.1664919,"(+32.5472336, -099.1664919)"
10090,Brazos Country,29.7530949,-96.0380121,"(+29.7530949, -096.0380121)"
35984,Industry,29.9673681,-96.4970891,"(+29.9673681, -096.4970891)"
76816,Waxahachie,32.40248,-96.8444932,"(+32.4024800, -096.8444932)"
43684,Lone Star,32.9399698,-94.7090727,"(+32.9399698, -094.7090727)"
7528,Benavides,27.596867,-98.4137758,"(+27.5968670, -098.4137758)"
27432,Freer,27.8821779,-98.6173853,"(+27.8821779, -098.6173853)"
50472,Navasota,30.3863986,-96.0907339,"(+30.3863986, -096.0907339)"
5528,Bandera,29.725126,-99.0742611,"(+29.7251260, -099.0742611)"
73224,Todd Mission,30.2609445,-95.8299974,"(+30.2609445, -095.8299974)"
11992,Calvert,30.9791487,-96.6715424,"(+30.9791487, -096.6715424)"
11836,Caldwell,30.5312685,-96.6988919,"(+30.5312685, -096.6988919)"
20716,Dodson,34.7653751,-100.020419,"(+34.7653751, -100.0204190)"
77152,Wellington,34.8538126,-100.2139816,"(+34.8538126, -100.2139816)"
65372,San Felipe,29.7945569,-96.1058671,"(+29.7945569, -096.1058671)"
10156,Brenham,30.1581597,-96.3956165,"(+30.1581597, -096.3956165)"
11536,Burton,30.1858026,-96.6031239,"(+30.1858026, -096.6031239)"
12532,Canyon,34.9902914,-101.9189514,"(+34.9902914, -101.9189514)"
40804,Lake Tanglewood,35.056001,-101.7819075,"(+35.0560010, -101.7819075)"
62168,Rio Grande City,26.3809997,-98.8214773,"(+26.3809997, -098.8214773)"
30584,Granite Shoals,30.5887566,-98.3673164,"(+30.5887566, -098.3673164)"
73124,Tira,33.3291009,-95.536066,"(+33.3291009, -095.5360660)"
15196,Claude,35.1073672,-101.362882,"(+35.1073672, -101.3628820)"
16120,Colorado City,32.399486,-100.8583036,"(+32.3994860, -100.8583036)"
32816,Hawkins,32.5913836,-95.2033063,"(+32.5913836, -095.2033063)"
60188,Quitman,32.7940335,-95.4454602,"(+32.7940335, -095.4454602)"
43996,Loraine,32.4086508,-100.7125149,"(+32.4086508, -100.7125149)"
77380,Westbrook,32.3570728,-101.0132587,"(+32.3570728, -101.0132587)"
27888,Fulton,28.0724454,-97.0389266,"(+28.0724454, -097.0389266)"
62804,Rockport,28.0476487,-97.0499714,"(+28.0476487, -097.0499714)"
5336,Baird,32.3960666,-99.3959927,"(+32.3960666, -099.3959927)"
7156,Bee Cave,30.3076835,-97.9625908,"(+30.3076835, -097.9625908)"
13552,Cedar Park,30.5101769,-97.8186264,"(+30.5101769, -097.8186264)"
38020,Jonestown,30.4816555,-97.9319741,"(+30.4816555, -097.9319741)"
40984,Lakeway,30.354982,-97.9862685,"(+30.3549820, -097.9862685)"
42016,Leander,30.5742732,-97.8617408,"(+30.5742732, -097.8617408)"
57176,Pflugerville,30.4477647,-97.6021157,"(+30.4477647, -097.6021157)"
71324,Sunset Valley,30.225834,-97.8157585,"(+30.2258340, -097.8157585)"
77632,West Lake Hills,30.2916364,-97.8141635,"(+30.2916364, -097.8141635)"
75752,Volente,30.4453246,-97.9079106,"(+30.4453246, -097.9079106)"
57908,Pittsburg,32.9991878,-94.9667803,"(+32.9991878, -094.9667803)"
22660,Edinburg,26.3210564,-98.1628367,"(+26.3210564, -098.1628367)"
30608,Granjeno,26.1370611,-98.3033552,"(+26.1370611, -098.3033552)"
45384,McAllen,26.2249657,-98.246083,"(+26.2249657, -098.2460830)"
48768,Mission,26.2040601,-98.3252207,"(+26.2040601, -098.3252207)"
57200,Pharr,26.1678441,-98.1901985,"(+26.1678441, -098.1901985)"
65516,San Juan,26.1897885,-98.1518128,"(+26.1897885, -098.1518128)"
13108,Carthage,32.1520464,-94.3371107,"(+32.1520464, -094.3371107)"
29108,Gary City,32.0277278,-94.3679004,"(+32.0277278, -094.3679004)"
68576,Snook,30.4910256,-96.4724684,"(+30.4910256, -096.4724684)"
37216,Jacksonville,31.9595136,-95.2657049,"(+31.9595136, -095.2657049)"
46848,Martindale,29.8449537,-97.8382959,"(+29.8449537, -097.8382959)"
45096,Luling,29.6817473,-97.6466963,"(+29.6817473, -097.6466963)"
33188,Hemphill,31.3432997,-93.8519129,"(+31.3432997, -093.8519129)"
10528,Bronte,31.8860516,-100.2951227,"(+31.8860516, -100.2951227)"
16240,Commerce,33.2409923,-95.8988689,"(+33.2409923, -095.8988689)"
3696,Archer City,33.5939543,-98.6255004,"(+33.5939543, -098.6255004)"
79612,Wilson,33.3193403,-101.7274989,"(+33.3193403, -101.7274989)"
53436,O'Donnell,32.9652021,-101.8308416,"(+32.9652021, -101.8308416)"
51012,New Home,33.3269384,-101.9117217,"(+33.3269384, -101.9117217)"
31964,Hamlin,32.8899871,-100.1324995,"(+32.8899871, -100.1324995)"
62612,Roby,32.7459953,-100.3793671,"(+32.7459953, -100.3793671)"
36032,Ingram,30.0770519,-99.2375094,"(+30.0770519, -099.2375094)"
21031,Double Horn,30.4982585,-98.2184968,"(+30.4982585, -098.2184968)"
3340,Annetta North,32.712846,-97.6423785,"(+32.7128460, -097.6423785)"
3342,Annetta South,32.6727432,-97.6166482,"(+32.6727432, -097.6166482)"
35254,Hudson Oaks,32.7509087,-97.7002182,"(+32.7509087, -097.7002182)"
69800,Springtown,32.9693004,-97.6804238,"(+32.9693004, -097.6804238)"
34532,Holliday,33.8144058,-98.689589,"(+33.8144058, -098.6895890)"
40756,Lakeside City,33.8292135,-98.5402748,"(+33.8292135, -098.5402748)"
67160,Shamrock,35.2154012,-100.2460845,"(+35.2154012, -100.2460845)"
78208,Wheeler,35.4411148,-100.275228,"(+35.4411148, -100.2752280)"
38248,Junction,30.4907587,-99.7732224,"(+30.4907587, -099.7732224)"
8212,Big Lake,31.194112,-101.4534063,"(+31.1941120, -101.4534063)"
17036,Corrigan,30.9988096,-94.8274877,"(+30.9988096, -094.8274877)"
43132,Livingston,30.7100426,-94.9379304,"(+30.7100426, -094.9379304)"
43024,Littlefield,33.9191827,-102.3348037,"(+33.9191827, -102.3348037)"
54012,Olton,34.180199,-102.1370393,"(+34.1801990, -102.1370393)"
11155,Buffalo Springs,33.5337298,-101.6976323,"(+33.5337298, -101.6976323)"
35732,Idalou,33.6623995,-101.6836965,"(+33.6623995, -101.6836965)"
50916,New Deal,33.7323338,-101.8444746,"(+33.7323338, -101.8444746)"
60672,Ransom Canyon,33.5303154,-101.6853432,"(+33.5303154, -101.6853432)"
67136,Shallowater,33.6900773,-101.9892652,"(+33.6900773, -101.9892652)"
11128,Buffalo Gap,32.2833451,-99.8342453,"(+32.2833451, -099.8342453)"
39292,Kingsbury,29.6500101,-97.8185849,"(+29.6500101, -097.8185849)"
66392,Seabrook,29.5947063,-94.9914964,"(+29.5947063, -094.9914964)"
15892,Coldspring,30.5892995,-95.1311812,"(+30.5892995, -095.1311812)"
58556,Point Blank,30.7482189,-95.2137233,"(+30.7482189, -095.2137233)"
67424,Shepherd,30.4861663,-95.011345,"(+30.4861663, -095.0113450)"
35816,Impact,32.5001769,-99.746526,"(+32.5001769, -099.7465260)"
41872,Lawn,32.1365697,-99.7500989,"(+32.1365697, -099.7500989)"
8860,Blue Mound,32.8542566,-97.3383694,"(+32.8542566, -097.3383694)"
19084,Dalworthington Gardens,32.6862622,-97.155115,"(+32.6862622, -097.1551150)"
22588,Edgecliff Village,32.6560774,-97.3405976,"(+32.6560774, -097.3405976)"
24912,Everman,32.6288274,-97.2842465,"(+32.6288274, -097.2842465)"
26544,Forest Hill,32.6619358,-97.2662352,"(+32.6619358, -097.2662352)"
40744,Lakeside,32.8208356,-97.4794314,"(+32.8208356, -097.4794314)"
34508,Holland,30.8882595,-97.401361,"(+30.8882595, -097.4013610)"
62924,Rogers,30.9292081,-97.2297436,"(+30.9292081, -097.2297436)"
73748,Troy,31.1939822,-97.3003579,"(+31.1939822, -097.3003579)"
58586,Point Venture,30.384099,-97.9981721,"(+30.3840990, -097.9981721)"
31904,Hallsville,32.499243,-94.567838,"(+32.4992430, -094.5678380)"
49392,Morgan's Point Resort,31.1545645,-97.4591917,"(+31.1545645, -097.4591917)"
71732,Talco,33.3628822,-95.1022689,"(+33.3628822, -095.1022689)"
37528,Jefferson,32.7634942,-94.3508351,"(+32.7634942, -094.3508351)"
79768,Wink,31.7544974,-103.1541172,"(+31.7544974, -103.1541172)"
50868,Newcastle,33.1962426,-98.7435081,"(+33.1962426, -098.7435081)"
2212,Alton,26.2877794,-98.3090075,"(+26.2877794, -098.3090075)"
49860,Mount Vernon,33.177431,-95.2244474,"(+33.1774310, -095.2244474)"
54600,Paducah,34.0140055,-100.3036928,"(+34.0140055, -100.3036928)"
62384,River Oaks,32.7765968,-97.3983963,"(+32.7765968, -097.3983963)"
71228,Sunrise Beach Village,30.5860118,-98.4187676,"(+30.5860118, -098.4187676)"
56912,Perryton,36.3928679,-100.797656,"(+36.3928679, -100.7976560)"
1108,Ackerly,32.5250625,-101.7158467,"(+32.5250625, -101.7158467)"
30044,Goldsmith,31.9833246,-102.6163807,"(+31.9833246, -102.6163807)"
64064,Sachse,32.969015,-96.579523,"(+32.9690150, -096.5795230)"
16216,Combine,32.5900792,-96.5171602,"(+32.5900792, -096.5171602)"
66428,Seagoville,32.6533835,-96.5450583,"(+32.6533835, -096.5450583)"
7132,Bedford,32.8458375,-97.1350763,"(+32.8458375, -097.1350763)"
65660,Sansom Park,32.802738,-97.4020642,"(+32.8027380, -097.4020642)"
78544,White Settlement,32.7550533,-97.4606867,"(+32.7550533, -097.4606867)"
7552,Benbrook,32.6782841,-97.4636011,"(+32.6782841, -097.4636011)"
38896,Kennedale,32.6439791,-97.2171732,"(+32.6439791, -097.2171732)"
71960,Taylor Lake Village,29.5748037,-95.0552604,"(+29.5748037, -095.0552604)"
77956,West University Place,29.7154417,-95.4316281,"(+29.7154417, -095.4316281)"
69908,Stafford,29.6257201,-95.5657396,"(+29.6257201, -095.5657396)"
35348,Humble,29.9882075,-95.2643555,"(+29.9882075, -095.2643555)"
47616,Memphis,34.7267336,-100.5416553,"(+34.7267336, -100.5416553)"
62600,Robstown,27.793971,-97.6691627,"(+27.7939710, -097.6691627)"
12736,Carbon,32.268405,-98.8271957,"(+32.2684050, -098.8271957)"
80440,Yantis,32.9285305,-95.5773569,"(+32.9285305, -095.5773569)"
38332,Justin,33.0818374,-97.314234,"(+33.0818374, -097.3142340)"
41050,Lakewood Village,33.1360695,-96.9765416,"(+33.1360695, -096.9765416)"
17768,Crosbyton,33.6412979,-101.2377197,"(+33.6412979, -101.2377197)"
60356,Ralls,33.6787742,-101.3845912,"(+33.6787742, -101.3845912)"
1000,Abilene,32.4545143,-99.7381473,"(+32.4545143, -099.7381473)"
64268,Salado,30.9483834,-97.5283366,"(+30.9483834, -097.5283366)"
79624,Wimberley,29.9848038,-98.0905526,"(+29.9848038, -098.0905526)"
21988,East Bernard,29.5243771,-96.0629745,"(+29.5243771, -096.0629745)"
5612,Bardwell,32.267076,-96.6955387,"(+32.2670760, -096.6955387)"
37072,Italy,32.1864636,-96.8857885,"(+32.1864636, -096.8857885)"
3768,Argyle,33.1054933,-97.1775202,"(+33.1054933, -097.1775202)"
47004,Matador,34.0150839,-100.8210938,"(+34.0150839, -100.8210938)"
62528,Roaring Springs,33.8991825,-100.8561415,"(+33.8991825, -100.8561415)"
53304,O'Brien,33.3801979,-99.843824,"(+33.3801979, -099.8438240)"
69980,Stamford,33.0461933,-99.5970209,"(+33.0461933, -099.5970209)"
8596,Blanket,31.8244444,-98.7896681,"(+31.8244444, -098.7896681)"
72296,Terrell Hills,29.4770836,-98.447196,"(+29.4770836, -098.4471960)"
79672,Windcrest,29.5148315,-98.3813411,"(+29.5148315, -098.3813411)"
48478,Miller's Cove,33.1552827,-95.1151669,"(+33.1552827, -095.1151669)"
49800,Mount Pleasant,33.15791,-94.973221,"(+33.1579100, -094.9732210)"
22168,East Mountain,32.585825,-94.85798,"(+32.5858250, -094.8579800)"
16636,Copper Canyon,33.0966765,-97.0971273,"(+33.0966765, -097.0971273)"
16696,Corinth,33.1447142,-97.0707658,"(+33.1447142, -097.0707658)"
45120,Lumberton,30.254992,-94.2079633,"(+30.2549920, -094.2079633)"
21028,Double Oak,33.0624899,-97.1073584,"(+33.0624899, -097.1073584)"
31715,Hackberry,33.1497481,-96.9183134,"(+33.1497481, -096.9183134)"
61172,Red Lick,33.4850813,-94.1614743,"(+33.4850813, -094.1614743)"
17917,Cross Timber,32.4828679,-97.32674,"(+32.4828679, -097.3267400)"
55080,Paris,33.6689287,-95.5466161,"(+33.6689287, -095.5466161)"
62870,Rocky Mound,33.0212003,-95.0174961,"(+33.0212003, -095.0174961)"
30920,Greenville,33.1119392,-96.1102557,"(+33.1119392, -096.1102557)"
70808,Sugar Land,29.5927637,-95.6338008,"(+29.5927637, -095.6338008)"
63752,Rule,33.1819415,-99.8932721,"(+33.1819415, -099.8932721)"
77044,Weinert,33.3234004,-99.6736736,"(+33.3234004, -099.6736736)"
3564,Appleby,31.7170275,-94.6077697,"(+31.7170275, -094.6077697)"
67688,Shoreacres,29.6209899,-95.0189871,"(+29.6209899, -095.0189871)"
41788,La Villa,26.2963085,-97.9269118,"(+26.2963085, -097.9269118)"
78328,Whiteface,33.5995629,-102.61337,"(+33.5995629, -102.6133700)"
19288,Darrouzett,36.4452964,-100.3229118,"(+36.4452964, -100.3229118)"
33608,Higgins,36.1209955,-100.0274321,"(+36.1209955, -100.0274321)"
18464,Daingerfield,33.0304876,-94.7258803,"(+33.0304876, -094.7258803)"
68180,Slaton,33.4454729,-101.6509178,"(+33.4454729, -101.6509178)"
47796,Merkel,32.4697314,-100.0110955,"(+32.4697314, -100.0110955)"
73580,Trent,32.4884098,-100.1233364,"(+32.4884098, -100.1233364)"
74048,Tuscola,32.2115252,-99.7982958,"(+32.2115252, -099.7982958)"
46776,Marshall,32.5391586,-94.353173,"(+32.5391586, -094.3531730)"
66332,Scottsville,32.540425,-94.2393325,"(+32.5404250, -094.2393325)"
74240,Uncertain,32.7006401,-94.1332608,"(+32.7006401, -094.1332608)"
41056,Lake Worth,32.8129722,-97.4305479,"(+32.8129722, -097.4305479)"
55020,Pantego,32.7148839,-97.1538818,"(+32.7148839, -097.1538818)"
56640,Pelican Bay,32.9227501,-97.5189214,"(+32.9227501, -097.5189214)"
61844,Richland Hills,32.8102381,-97.2265158,"(+32.8102381, -097.2265158)"
45072,Lufkin,31.3229038,-94.7290256,"(+31.3229038, -094.7290256)"
60044,Quanah,34.2953658,-99.742889,"(+34.2953658, -099.7428890)"
60668,Rankin,31.2253601,-101.9394377,"(+31.2253601, -101.9394377)"
9448,Booker,36.4561426,-100.5402244,"(+36.4561426, -100.5402244)"
73964,Turkey,34.3939221,-100.895302,"(+34.3939221, -100.8953020)"
37168,Jacksboro,33.2257629,-98.1591694,"(+33.2257629, -098.1591694)"
3144,Anahuac,29.765163,-94.6785023,"(+29.7651630, -094.6785023)"
17336,Cove,29.8139319,-94.812187,"(+29.8139319, -094.8121870)"
49068,Mont Belvieu,29.8519213,-94.8682777,"(+29.8519213, -094.8682777)"
17312,Coupland,30.4569263,-97.3923656,"(+30.4569263, -097.3923656)"
31340,Groveton,31.0570195,-95.1263697,"(+31.0570195, -095.1263697)"
73664,Trinity,30.944452,-95.3735633,"(+30.9444520, -095.3735633)"
77788,Westover Hills,32.7436601,-97.4122661,"(+32.7436601, -097.4122661)"
35576,Hurst,32.8366435,-97.1806272,"(+32.8366435, -097.1806272)"
31928,Haltom City,32.8176981,-97.2711516,"(+32.8176981, -097.2711516)"
24768,Euless,32.8493655,-97.0785915,"(+32.8493655, -097.0785915)"
53824,Old River-Winfree,29.8744458,-94.826747,"(+29.8744458, -094.8267470)"
62816,Rocksprings,30.0170778,-100.2132958,"(+30.0170778, -100.2132958)"
69830,Spring Valley Village,29.7897615,-95.504026,"(+29.7897615, -095.5040260)"
39352,Kingsville,27.509201,-97.8610283,"(+27.5092010, -097.8610283)"
30308,Gorman,32.2135382,-98.6720772,"(+32.2135382, -098.6720772)"
16192,Comanche,31.9004841,-98.6043636,"(+31.9004841, -098.6043636)"
31628,Gustine,31.8456885,-98.4025289,"(+31.8456885, -098.4025289)"
14260,Channing,35.6819014,-102.3322437,"(+35.6819014, -102.3322437)"
40888,Lakeview,34.6727654,-100.6972189,"(+34.6727654, -100.6972189)"
15988,Colleyville,32.8914779,-97.1497473,"(+32.8914779, -097.1497473)"
20332,Dickens,33.6212731,-100.8368038,"(+33.6212731, -100.8368038)"
69848,Spur,33.4765825,-100.8502147,"(+33.4765825, -100.8502147)"
8392,Bishop,27.5852536,-97.7974032,"(+27.5852536, -097.7974032)"
21436,Driscoll,27.6730201,-97.751039,"(+27.6730201, -097.7510390)"
